0	119	0	103,51
0	125	0	104,63
0	100	0	105,58
0	92	0	105,75
0	117	0	105,98
0	90	0	105,84
0	94	0	105,57
0	121	0	106,08
0	120	0	106,78
0	82	0	106,59
0	88	0	105,71
0	116	0	104,82
0	115	0	104,51
0	92	0	104,27
0	94	0	103,53
0	92	0	103,02
0	115	0	103,14
0	84	0	102,34
0	97	0	101,18
0	102	0	100,78
0	117	0	101,17
0	112	0	101,37
0	119	0	101,61
0	118	0	102,42
0	117	0	103,59
0	85	0	104,31
0	80	0	104,02
0	123	0	104,73
0	117	0	105,75
0	115	0	106,84
0	100	0	107,26
0	107	0	107,46
0	102	0	107,21
0	115	0	106,94
0	103	0	106,41
0	94	0	106,21
0	113	0	106,86
0	94	0	106,65
0	94	0	105,95
0	90	0	104,81
0	102	0	104,00
0	86	0	102,87
0	110	0	102,21
0	91	0	101,13
0	125	0	100,84
0	115	0	101,12
0	126	0	101,64
0	98	0	102,13
0	109	0	102,86
0	127	0	104,31
0	110	0	105,59
0	113	0	107,22
0	84	0	107,84
0	121	0	109,02
0	111	0	109,59
0	79	0	109,16
0	100	0	108,22
0	109	0	107,76
0	119	0	107,65
0	86	0	106,59
0	121	0	106,04
0	118	0	105,74
0	100	0	105,90
0	85	0	105,16
0	125	0	104,93
0	121	0	105,76
0	119	0	106,84
0	113	0	107,77
0	98	0	107,96
0	78	0	107,93
0	87	0	107,08
0	117	0	106,42
0	83	0	105,51
0	100	0	105,17
0	86	0	103,98
0	86	0	102,24
0	90	0	100,23
0	109	0	98,59
0	90	0	97,16
0	96	0	96,50
0	113	0	96,62
0	113	0	96,62
0	111	0	97,28
0	99	0	97,76
0	99	0	98,44
0	83	0	98,89
0	75	0	98,86
0	106	0	98,78
0	114	0	99,28
0	113	0	100,08
0	94	0	100,23
0	117	0	100,43
0	85	0	99,97
0	119	0	100,10
0	96	0	100,12
0	117	0	100,95
0	84	0	101,80
0	117	0	102,71
0	104	0	103,16
0	82	0	102,76
0	97	0	102,53
0	96	0	101,86
0	96	0	101,60
0	116	0	101,34
0	89	0	100,97
0	112	0	100,57
0	107	0	100,82
0	108	0	100,79
0	117	0	101,08
0	110	0	101,97
0	94	0	102,57
0	84	0	102,75
0	84	0	102,59
0	102	0	102,14
0	86	0	101,72
0	133	0	101,91
0	87	0	101,57
0	97	0	101,05
0	111	0	100,52
0	97	0	99,79
0	105	0	99,51
0	82	0	99,24
0	111	0	99,69
0	113	0	100,29
0	92	0	100,89
0	84	0	100,17
0	121	0	100,44
0	119	0	101,17
0	102	0	101,51
0	119	0	102,30
0	99	0	102,75
0	114	0	103,86
0	121	0	104,95
0	77	0	104,91
0	94	0	104,93
0	111	0	105,59
0	86	0	105,26
0	109	0	104,77
0	123	0	104,90
0	106	0	104,68
0	85	0	104,18
0	115	0	103,83
0	107	0	103,23
0	107	0	103,48
0	92	0	103,63
0	109	0	103,69
0	91	0	103,86
0	87	0	103,47
0	92	0	102,42
0	94	0	101,34
0	113	0	101,19
0	126	0	101,33
0	96	0	101,18
0	119	0	101,35
0	92	0	101,48
0	125	0	101,97
0	109	0	102,76
0	127	0	104,32
0	92	0	105,51
0	110	0	106,80
0	101	0	107,49
0	121	0	107,90
0	106	0	108,45
0	117	0	108,82
0	111	0	109,56
0	121	0	110,02
0	112	0	110,45
